line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount,reject_reason
8904,2618.0,P68,,-1,-2685.6,negative_quantity;negative_line_item_amount
8905,2619.0,P8,2.0,-1,-2199.33,negative_quantity;negative_line_item_amount
8907,2620.0,P56,,-1,-1273.32,negative_quantity;negative_line_item_amount
8909,2621.0,P46,4.0,-1,-891.59,negative_quantity;negative_line_item_amount
8923,2626.0,P76,,-1,-3391.27,negative_quantity;negative_line_item_amount
8924,2626.0,P50,,-1,-3034.83,negative_quantity;negative_line_item_amount
8931,2627.0,P58,,-1,-2880.05,negative_quantity;negative_line_item_amount
8932,2628.0,P55,4.0,-1,-4053.2,negative_quantity;negative_line_item_amount
8939,2629.0,P7,,-1,-3760.37,negative_quantity;negative_line_item_amount
8955,2633.0,P80,,-1,-1314.74,negative_quantity;negative_line_item_amount
8959,2635.0,P58,,-1,-2880.05,negative_quantity;negative_line_item_amount
8964,2638.0,P13,2.0,-1,-2518.23,negative_quantity;negative_line_item_amount
8966,2638.0,P6,,-1,-2740.99,negative_quantity;negative_line_item_amount
8997,2649.0,P44,5.0,-1,-1074.66,negative_quantity;negative_line_item_amount
9043,2663.0,P28,,-1,-4435.46,negative_quantity;negative_line_item_amount
9080,2673.0,P38,,-1,-3833.61,negative_quantity;negative_line_item_amount
9084,2676.0,P42,,-1,-4224.18,negative_quantity;negative_line_item_amount
9108,2684.0,P37,,-1,-4862.25,negative_quantity;negative_line_item_amount
9120,2688.0,P20,,-1,-1985.36,negative_quantity;negative_line_item_amount
9126,2690.0,P14,,-1,-3803.33,negative_quantity;negative_line_item_amount
9129,2690.0,P75,,-1,-2055.06,negative_quantity;negative_line_item_amount
9133,2691.0,P1,,-1,-4434.95,negative_quantity;negative_line_item_amount
9166,2702.0,P65,5.0,-1,-3332.78,negative_quantity;negative_line_item_amount
9177,2704.0,P17,,-1,-883.91,negative_quantity;negative_line_item_amount
9188,2708.0,P67,,-1,-909.12,negative_quantity;negative_line_item_amount
9199,2714.0,P36,,-1,-3626.44,negative_quantity;negative_line_item_amount
9201,2714.0,P11,,-1,-4986.9,negative_quantity;negative_line_item_amount
9207,2716.0,P28,2.0,-1,-4435.46,negative_quantity;negative_line_item_amount
9215,2718.0,P40,,-1,-621.41,negative_quantity;negative_line_item_amount
9231,2724.0,P52,3.0,-1,-648.15,negative_quantity;negative_line_item_amount
9261,2732.0,P73,,-1,-3480.35,negative_quantity;negative_line_item_amount
9285,2740.0,P70,,-1,-4825.38,negative_quantity;negative_line_item_amount
9295,2743.0,P63,3.0,-1,-2710.26,negative_quantity;negative_line_item_amount
9298,2743.0,P33,,-1,-874.97,negative_quantity;negative_line_item_amount
9307,2746.0,P71,,-1,-4651.68,negative_quantity;negative_line_item_amount
9314,2749.0,P55,2.0,-1,-4053.2,negative_quantity;negative_line_item_amount
9315,2749.0,P58,3.0,-1,-2880.05,negative_quantity;negative_line_item_amount
9347,2758.0,P31,,-1,-1766.86,negative_quantity;negative_line_item_amount
9353,2760.0,P5,5.0,-1,-3750.45,negative_quantity;negative_line_item_amount
9355,2761.0,P55,,-1,-4053.2,negative_quantity;negative_line_item_amount
9358,2761.0,P16,,-1,-848.92,negative_quantity;negative_line_item_amount
9363,2762.0,P43,,-1,-2587.55,negative_quantity;negative_line_item_amount
9364,2762.0,P27,,-1,-661.3,negative_quantity;negative_line_item_amount
9404,2773.0,P3,5.0,-1,-800.07,negative_quantity;negative_line_item_amount
9410,2774.0,P41,1.0,-1,-3163.97,negative_quantity;negative_line_item_amount
9415,2777.0,P41,2.0,-1,-3163.97,negative_quantity;negative_line_item_amount
9417,2777.0,P42,5.0,-1,-4224.18,negative_quantity;negative_line_item_amount
9436,2781.0,P2,2.0,-1,-3249.97,negative_quantity;negative_line_item_amount
9437,2781.0,P41,,-1,-3163.97,negative_quantity;negative_line_item_amount
9440,2783.0,P56,2.0,-1,-1273.32,negative_quantity;negative_line_item_amount
9458,2788.0,P26,,-1,-3433.39,negative_quantity;negative_line_item_amount
9471,2791.0,P74,,-1,-3593.45,negative_quantity;negative_line_item_amount
9479,2792.0,P63,5.0,-1,-2710.26,negative_quantity;negative_line_item_amount
9519,2806.0,P2,,-1,-3249.97,negative_quantity;negative_line_item_amount
9532,2810.0,P26,,-1,-3433.39,negative_quantity;negative_line_item_amount
9534,2811.0,P51,4.0,-1,-2494.17,negative_quantity;negative_line_item_amount
9550,2816.0,P26,5.0,-1,-3433.39,negative_quantity;negative_line_item_amount
9572,2822.0,P40,,-1,-621.41,negative_quantity;negative_line_item_amount
9575,2823.0,P8,5.0,-1,-2199.33,negative_quantity;negative_line_item_amount
9598,2830.0,P72,4.0,-1,-3800.8,negative_quantity;negative_line_item_amount
9610,2833.0,P68,3.0,-1,-2685.6,negative_quantity;negative_line_item_amount
9624,2838.0,P41,,-1,-3163.97,negative_quantity;negative_line_item_amount
9625,2839.0,P78,,-1,-4508.11,negative_quantity;negative_line_item_amount
9632,2840.0,P49,,-1,-4600.62,negative_quantity;negative_line_item_amount
9636,2840.0,P27,1.0,-1,-661.3,negative_quantity;negative_line_item_amount
9663,2850.0,P7,,-1,-3760.37,negative_quantity;negative_line_item_amount
9676,2855.0,P10,5.0,-1,-1873.78,negative_quantity;negative_line_item_amount
9702,2863.0,P9,,-1,-2959.31,negative_quantity;negative_line_item_amount
9706,2864.0,P43,,-1,-2587.55,negative_quantity;negative_line_item_amount
9723,2870.0,P21,,-1,-3019.85,negative_quantity;negative_line_item_amount
9777,2887.0,P18,,-1,-3434.36,negative_quantity;negative_line_item_amount
9786,2891.0,P39,5.0,-1,-2587.64,negative_quantity;negative_line_item_amount
9799,2895.0,P12,,-1,-777.83,negative_quantity;negative_line_item_amount
9811,2898.0,P7,,-1,-3760.37,negative_quantity;negative_line_item_amount
9825,2902.0,P20,,-1,-1985.36,negative_quantity;negative_line_item_amount
9832,2903.0,P13,3.0,-1,-2518.23,negative_quantity;negative_line_item_amount
9840,2905.0,P24,,-1,-2810.81,negative_quantity;negative_line_item_amount
9871,2916.0,P3,5.0,-1,-800.07,negative_quantity;negative_line_item_amount
9873,2917.0,P18,2.0,-1,-3434.36,negative_quantity;negative_line_item_amount
9880,2919.0,P28,2.0,-1,-4435.46,negative_quantity;negative_line_item_amount
9900,2924.0,P54,,-1,-4928.07,negative_quantity;negative_line_item_amount
9902,2925.0,P45,,-1,-1932.18,negative_quantity;negative_line_item_amount
9918,2929.0,P58,,-1,-2880.05,negative_quantity;negative_line_item_amount
9930,2935.0,P48,,-1,-4619.93,negative_quantity;negative_line_item_amount
9962,2946.0,P48,,-1,-4619.93,negative_quantity;negative_line_item_amount
9967,2947.0,P8,,-1,-2199.33,negative_quantity;negative_line_item_amount
9974,2950.0,P15,,-1,-4319.4,negative_quantity;negative_line_item_amount
9984,2953.0,P10,,-1,-1873.78,negative_quantity;negative_line_item_amount
9989,2954.0,P36,,-1,-3626.44,negative_quantity;negative_line_item_amount
9991,2954.0,P69,2.0,-1,-3072.31,negative_quantity;negative_line_item_amount
10024,2963.0,P42,,-1,-4224.18,negative_quantity;negative_line_item_amount
10035,2965.0,P58,,-1,-2880.05,negative_quantity;negative_line_item_amount
10055,2974.0,P25,2.0,-1,-4717.91,negative_quantity;negative_line_item_amount
10078,2982.0,P2,,-1,-3249.97,negative_quantity;negative_line_item_amount
10105,2988.0,P2,,-1,-3249.97,negative_quantity;negative_line_item_amount
10111,2989.0,P53,1.0,-1,-1878.61,negative_quantity;negative_line_item_amount
10131,2996.0,P18,,-1,-3434.36,negative_quantity;negative_line_item_amount
10162,3005.0,P78,,-1,-4508.11,negative_quantity;negative_line_item_amount
10163,3006.0,P28,4.0,-1,-4435.46,negative_quantity;negative_line_item_amount
10166,3007.0,P68,2.0,-1,-2685.6,negative_quantity;negative_line_item_amount
10169,3008.0,P3,1.0,-1,-800.07,negative_quantity;negative_line_item_amount
10173,3009.0,P22,,-1,-2393.44,negative_quantity;negative_line_item_amount
10175,3010.0,P20,,-1,-1985.36,negative_quantity;negative_line_item_amount
10178,3010.0,P1,1.0,-1,-4434.95,negative_quantity;negative_line_item_amount
10181,3012.0,P65,4.0,-1,-3332.78,negative_quantity;negative_line_item_amount
10200,3018.0,P10,,-1,-1873.78,negative_quantity;negative_line_item_amount
10206,3020.0,P66,,-1,-4739.56,negative_quantity;negative_line_item_amount
10225,3025.0,P24,,-1,-2810.81,negative_quantity;negative_line_item_amount
10249,3033.0,P10,,-1,-1873.78,negative_quantity;negative_line_item_amount
10268,3039.0,P67,,-1,-909.12,negative_quantity;negative_line_item_amount
10270,3039.0,P12,,-1,-777.83,negative_quantity;negative_line_item_amount
10271,3040.0,P1,4.0,-1,-4434.95,negative_quantity;negative_line_item_amount
10275,3041.0,P25,,-1,-4717.91,negative_quantity;negative_line_item_amount
10296,3047.0,P3,5.0,-1,-800.07,negative_quantity;negative_line_item_amount
10315,3056.0,P54,,-1,-4928.07,negative_quantity;negative_line_item_amount
10325,3059.0,P49,3.0,-1,-4600.62,negative_quantity;negative_line_item_amount
10330,3060.0,P63,5.0,-1,-2710.26,negative_quantity;negative_line_item_amount
10343,3062.0,P57,,-1,-1280.27,negative_quantity;negative_line_item_amount
10349,3063.0,P33,1.0,-1,-874.97,negative_quantity;negative_line_item_amount
10367,3069.0,P47,,-1,-4772.15,negative_quantity;negative_line_item_amount
10381,3071.0,P32,,-1,-1538.15,negative_quantity;negative_line_item_amount
10400,3077.0,P36,,-1,-3626.44,negative_quantity;negative_line_item_amount
10410,3079.0,P47,,-1,-4772.15,negative_quantity;negative_line_item_amount
10415,3080.0,P2,,-1,-3249.97,negative_quantity;negative_line_item_amount
10428,3085.0,P24,,-1,-2810.81,negative_quantity;negative_line_item_amount
10449,3094.0,P70,,-1,-4825.38,negative_quantity;negative_line_item_amount
10457,3096.0,P7,,-1,-3760.37,negative_quantity;negative_line_item_amount
10462,3098.0,P75,,-1,-2055.06,negative_quantity;negative_line_item_amount
10463,3098.0,P6,1.0,-1,-2740.99,negative_quantity;negative_line_item_amount
10469,3100.0,P18,,-1,-3434.36,negative_quantity;negative_line_item_amount
10482,3105.0,P33,,-1,-874.97,negative_quantity;negative_line_item_amount
10524,3121.0,P28,,-1,-4435.46,negative_quantity;negative_line_item_amount
10528,3123.0,P4,,-1,-784.19,negative_quantity;negative_line_item_amount
10571,3135.0,P36,,-1,-3626.44,negative_quantity;negative_line_item_amount
10574,3137.0,P68,,-1,-2685.6,negative_quantity;negative_line_item_amount
10582,3139.0,P14,,-1,-3803.33,negative_quantity;negative_line_item_amount
10586,3141.0,P37,,-1,-4862.25,negative_quantity;negative_line_item_amount
10607,3148.0,P18,,-1,-3434.36,negative_quantity;negative_line_item_amount
10617,3151.0,P44,4.0,-1,-1074.66,negative_quantity;negative_line_item_amount
10653,3161.0,P36,2.0,-1,-3626.44,negative_quantity;negative_line_item_amount
10667,3165.0,P50,5.0,-1,-3034.83,negative_quantity;negative_line_item_amount
10682,3168.0,P24,5.0,-1,-2810.81,negative_quantity;negative_line_item_amount
10693,3173.0,P25,3.0,-1,-4717.91,negative_quantity;negative_line_item_amount
10694,3173.0,INVALID_P,,-1,-2684.87,negative_quantity;negative_line_item_amount
10718,3180.0,P13,,-1,-2518.23,negative_quantity;negative_line_item_amount
10746,3190.0,P70,4.0,-1,-4825.38,negative_quantity;negative_line_item_amount
10761,3193.0,P24,3.0,-1,-2810.81,negative_quantity;negative_line_item_amount
10764,3193.0,P43,,-1,-2587.55,negative_quantity;negative_line_item_amount
10767,3194.0,P40,1.0,-1,-621.41,negative_quantity;negative_line_item_amount
10801,3204.0,P54,,-1,-4928.07,negative_quantity;negative_line_item_amount
10823,3213.0,P44,,-1,-1074.66,negative_quantity;negative_line_item_amount
10835,3218.0,P26,,-1,-3433.39,negative_quantity;negative_line_item_amount
10846,3223.0,INVALID_P,,-1,-3337.05,negative_quantity;negative_line_item_amount
10855,3225.0,P42,,-1,-4224.18,negative_quantity;negative_line_item_amount
10856,3226.0,P58,,-1,-2880.05,negative_quantity;negative_line_item_amount
10860,3226.0,P46,1.0,-1,-891.59,negative_quantity;negative_line_item_amount
10881,3234.0,P28,,-1,-4435.46,negative_quantity;negative_line_item_amount
10882,3234.0,P24,,-1,-2810.81,negative_quantity;negative_line_item_amount
10885,3234.0,P56,,-1,-1273.32,negative_quantity;negative_line_item_amount
10891,3236.0,P70,,-1,-4825.38,negative_quantity;negative_line_item_amount
10918,3246.0,P50,,-1,-3034.83,negative_quantity;negative_line_item_amount
10944,3254.0,P80,5.0,-1,-1314.74,negative_quantity;negative_line_item_amount
10947,3255.0,INVALID_P,,-1,-3292.71,negative_quantity;negative_line_item_amount
10966,3260.0,P57,1.0,-1,-1280.27,negative_quantity;negative_line_item_amount
10967,3260.0,P15,2.0,-1,-4319.4,negative_quantity;negative_line_item_amount
10980,3263.0,P34,4.0,-1,-115.9,negative_quantity;negative_line_item_amount
10985,3264.0,P14,,-1,-3803.33,negative_quantity;negative_line_item_amount
10986,3264.0,P15,,-1,-4319.4,negative_quantity;negative_line_item_amount
11030,3278.0,P32,,-1,-1538.15,negative_quantity;negative_line_item_amount
11036,3280.0,P44,,-1,-1074.66,negative_quantity;negative_line_item_amount
11046,3285.0,P55,1.0,-1,-4053.2,negative_quantity;negative_line_item_amount
11057,3289.0,P31,1.0,-1,-1766.86,negative_quantity;negative_line_item_amount
11077,3294.0,INVALID_P,,-1,-281.24,negative_quantity;negative_line_item_amount
11099,3302.0,P34,2.0,-1,-115.9,negative_quantity;negative_line_item_amount
11107,3306.0,P53,3.0,-1,-1878.61,negative_quantity;negative_line_item_amount
11108,3307.0,P75,,-1,-2055.06,negative_quantity;negative_line_item_amount
11119,3310.0,P64,2.0,-1,-716.23,negative_quantity;negative_line_item_amount
11120,3310.0,P47,2.0,-1,-4772.15,negative_quantity;negative_line_item_amount
11143,3316.0,P25,,-1,-4717.91,negative_quantity;negative_line_item_amount
11147,3316.0,P56,4.0,-1,-1273.32,negative_quantity;negative_line_item_amount
11153,3319.0,P4,3.0,-1,-784.19,negative_quantity;negative_line_item_amount
11184,3329.0,P20,5.0,-1,-1985.36,negative_quantity;negative_line_item_amount
11187,3329.0,P6,5.0,-1,-2740.99,negative_quantity;negative_line_item_amount
11189,3329.0,P8,,-1,-2199.33,negative_quantity;negative_line_item_amount
11191,3330.0,P69,5.0,-1,-3072.31,negative_quantity;negative_line_item_amount
11193,3331.0,P32,,-1,-1538.15,negative_quantity;negative_line_item_amount
11200,3332.0,P1,,-1,-4434.95,negative_quantity;negative_line_item_amount
11221,3338.0,P32,3.0,-1,-1538.15,negative_quantity;negative_line_item_amount
11236,3343.0,P61,3.0,-1,-4098.51,negative_quantity;negative_line_item_amount
11241,3345.0,INVALID_P,5.0,-1,-4553.05,negative_quantity;negative_line_item_amount
11273,3353.0,P1,,-1,-4434.95,negative_quantity;negative_line_item_amount
11295,3360.0,P4,2.0,-1,-784.19,negative_quantity;negative_line_item_amount
11333,3371.0,P80,1.0,-1,-1314.74,negative_quantity;negative_line_item_amount
11338,3372.0,P75,,-1,-2055.06,negative_quantity;negative_line_item_amount
11367,3382.0,P67,,-1,-909.12,negative_quantity;negative_line_item_amount
11373,3383.0,INVALID_P,5.0,-1,-3816.5,negative_quantity;negative_line_item_amount
11374,3384.0,P76,,-1,-3391.27,negative_quantity;negative_line_item_amount
11378,3386.0,P18,1.0,-1,-3434.36,negative_quantity;negative_line_item_amount
11382,3387.0,P42,,-1,-4224.18,negative_quantity;negative_line_item_amount
11383,3387.0,P16,3.0,-1,-848.92,negative_quantity;negative_line_item_amount
11389,3389.0,P5,2.0,-1,-3750.45,negative_quantity;negative_line_item_amount
11392,3389.0,P63,,-1,-2710.26,negative_quantity;negative_line_item_amount
11398,3390.0,P74,2.0,-1,-3593.45,negative_quantity;negative_line_item_amount
11429,3398.0,P62,2.0,-1,-4892.12,negative_quantity;negative_line_item_amount
11444,3404.0,P70,,-1,-4825.38,negative_quantity;negative_line_item_amount
11445,3404.0,P58,,-1,-2880.05,negative_quantity;negative_line_item_amount
11452,3406.0,P12,2.0,-1,-777.83,negative_quantity;negative_line_item_amount
11478,3413.0,P11,1.0,-1,-4986.9,negative_quantity;negative_line_item_amount
11499,3417.0,P35,1.0,-1,-3638.25,negative_quantity;negative_line_item_amount
11516,3422.0,P61,4.0,-1,-4098.51,negative_quantity;negative_line_item_amount
11528,3426.0,P41,,-1,-3163.97,negative_quantity;negative_line_item_amount
11569,3440.0,P50,,-1,-3034.83,negative_quantity;negative_line_item_amount
11593,3449.0,P57,,-1,-1280.27,negative_quantity;negative_line_item_amount
11608,3453.0,P68,,-1,-2685.6,negative_quantity;negative_line_item_amount
11618,3456.0,P19,,-1,-3022.4,negative_quantity;negative_line_item_amount
11623,3460.0,P4,,-1,-784.19,negative_quantity;negative_line_item_amount
11654,3469.0,P35,4.0,-1,-3638.25,negative_quantity;negative_line_item_amount
11663,3472.0,P29,,-1,-3779.3,negative_quantity;negative_line_item_amount
11667,3474.0,P43,5.0,-1,-2587.55,negative_quantity;negative_line_item_amount
11687,3480.0,P6,,-1,-2740.99,negative_quantity;negative_line_item_amount
11691,3481.0,P58,3.0,-1,-2880.05,negative_quantity;negative_line_item_amount
11702,3485.0,P22,2.0,-1,-2393.44,negative_quantity;negative_line_item_amount
11705,3486.0,P23,5.0,-1,-1331.93,negative_quantity;negative_line_item_amount
11717,3490.0,P66,4.0,-1,-4739.56,negative_quantity;negative_line_item_amount
11725,3493.0,P74,,-1,-3593.45,negative_quantity;negative_line_item_amount
11735,3496.0,P74,,-1,-3593.45,negative_quantity;negative_line_item_amount
11778,3508.0,P41,1.0,-1,-3163.97,negative_quantity;negative_line_item_amount
11795,3511.0,P51,,-1,-2494.17,negative_quantity;negative_line_item_amount
11811,3517.0,P44,,-1,-1074.66,negative_quantity;negative_line_item_amount
11833,3525.0,P5,5.0,-1,-3750.45,negative_quantity;negative_line_item_amount
11834,3526.0,P4,1.0,-1,-784.19,negative_quantity;negative_line_item_amount
11847,3530.0,P20,1.0,-1,-1985.36,negative_quantity;negative_line_item_amount
11853,3530.0,P2,2.0,-1,-3249.97,negative_quantity;negative_line_item_amount
11857,3531.0,P5,3.0,-1,-3750.45,negative_quantity;negative_line_item_amount
11868,3535.0,P77,,-1,-1929.76,negative_quantity;negative_line_item_amount
11874,3537.0,P43,,-1,-2587.55,negative_quantity;negative_line_item_amount
11887,3542.0,P68,,-1,-2685.6,negative_quantity;negative_line_item_amount
11934,3556.0,P14,5.0,-1,-3803.33,negative_quantity;negative_line_item_amount
11949,3558.0,P39,,-1,-2587.64,negative_quantity;negative_line_item_amount
11953,3559.0,P42,4.0,-1,-4224.18,negative_quantity;negative_line_item_amount
11966,3562.0,P8,,-1,-2199.33,negative_quantity;negative_line_item_amount
11989,3568.0,P30,,-1,-3866.13,negative_quantity;negative_line_item_amount
12001,3570.0,P73,,-1,-3480.35,negative_quantity;negative_line_item_amount
12019,3575.0,P42,,-1,-4224.18,negative_quantity;negative_line_item_amount
12048,3583.0,P74,,-1,-3593.45,negative_quantity;negative_line_item_amount
12064,3585.0,P75,,-1,-2055.06,negative_quantity;negative_line_item_amount
12081,3590.0,P32,,-1,-1538.15,negative_quantity;negative_line_item_amount
12083,3591.0,P29,,-1,-3779.3,negative_quantity;negative_line_item_amount
12087,3592.0,P55,,-1,-4053.2,negative_quantity;negative_line_item_amount
12091,3594.0,P77,,-1,-1929.76,negative_quantity;negative_line_item_amount
12123,3598.0,P65,,-1,-3332.78,negative_quantity;negative_line_item_amount
12124,3599.0,P34,,-1,-115.9,negative_quantity;negative_line_item_amount
12167,3612.0,P73,5.0,-1,-3480.35,negative_quantity;negative_line_item_amount
12191,3618.0,P20,,-1,-1985.36,negative_quantity;negative_line_item_amount
12202,3624.0,P70,4.0,-1,-4825.38,negative_quantity;negative_line_item_amount
12203,3625.0,P58,3.0,-1,-2880.05,negative_quantity;negative_line_item_amount
12232,3632.0,P67,1.0,-1,-909.12,negative_quantity;negative_line_item_amount
12242,3635.0,P43,,-1,-2587.55,negative_quantity;negative_line_item_amount
12260,3640.0,P78,5.0,-1,-4508.11,negative_quantity;negative_line_item_amount
12265,3642.0,P36,,-1,-3626.44,negative_quantity;negative_line_item_amount
12281,3644.0,P25,,-1,-4717.91,negative_quantity;negative_line_item_amount
12339,3666.0,P28,,-1,-4435.46,negative_quantity;negative_line_item_amount
12351,3669.0,P37,2.0,-1,-4862.25,negative_quantity;negative_line_item_amount
12356,3670.0,P4,,-1,-784.19,negative_quantity;negative_line_item_amount
12360,3671.0,P66,,-1,-4739.56,negative_quantity;negative_line_item_amount
12369,3675.0,P43,4.0,-1,-2587.55,negative_quantity;negative_line_item_amount
12378,3676.0,P4,,-1,-784.19,negative_quantity;negative_line_item_amount
12396,3680.0,P77,4.0,-1,-1929.76,negative_quantity;negative_line_item_amount
12400,3681.0,P71,5.0,-1,-4651.68,negative_quantity;negative_line_item_amount
12401,3682.0,P30,,-1,-3866.13,negative_quantity;negative_line_item_amount
12407,3684.0,P63,,-1,-2710.26,negative_quantity;negative_line_item_amount
12417,3686.0,P56,,-1,-1273.32,negative_quantity;negative_line_item_amount
12422,3688.0,P40,5.0,-1,-621.41,negative_quantity;negative_line_item_amount
12433,3692.0,P6,,-1,-2740.99,negative_quantity;negative_line_item_amount
12459,3698.0,P20,,-1,-1985.36,negative_quantity;negative_line_item_amount
12461,3700.0,P79,,-1,-2312.28,negative_quantity;negative_line_item_amount
12464,3701.0,P5,,-1,-3750.45,negative_quantity;negative_line_item_amount
12466,3701.0,P71,,-1,-4651.68,negative_quantity;negative_line_item_amount
12479,3705.0,P22,,-1,-2393.44,negative_quantity;negative_line_item_amount
12500,3710.0,P70,,-1,-4825.38,negative_quantity;negative_line_item_amount
12501,3710.0,P14,,-1,-3803.33,negative_quantity;negative_line_item_amount
12515,3713.0,P68,,-1,-2685.6,negative_quantity;negative_line_item_amount
12552,3728.0,P35,5.0,-1,-3638.25,negative_quantity;negative_line_item_amount
12556,3728.0,P50,,-1,-3034.83,negative_quantity;negative_line_item_amount
12601,3742.0,P15,5.0,-1,-4319.4,negative_quantity;negative_line_item_amount
12605,3743.0,P58,,-1,-2880.05,negative_quantity;negative_line_item_amount
12609,3743.0,P80,5.0,-1,-1314.74,negative_quantity;negative_line_item_amount
12661,3758.0,P6,,-1,-2740.99,negative_quantity;negative_line_item_amount
12672,3763.0,P63,,-1,-2710.26,negative_quantity;negative_line_item_amount
12679,3765.0,P75,4.0,-1,-2055.06,negative_quantity;negative_line_item_amount
12698,3772.0,P12,,-1,-777.83,negative_quantity;negative_line_item_amount
12727,3778.0,P26,1.0,-1,-3433.39,negative_quantity;negative_line_item_amount
12747,3783.0,P48,,-1,-4619.93,negative_quantity;negative_line_item_amount
12748,3784.0,P65,,-1,-3332.78,negative_quantity;negative_line_item_amount
12781,3796.0,P71,,-1,-4651.68,negative_quantity;negative_line_item_amount
12797,3800.0,P20,,-1,-1985.36,negative_quantity;negative_line_item_amount
12803,3803.0,P2,4.0,-1,-3249.97,negative_quantity;negative_line_item_amount
12812,3805.0,P56,2.0,-1,-1273.32,negative_quantity;negative_line_item_amount
12834,3812.0,P29,,-1,-3779.3,negative_quantity;negative_line_item_amount
12848,3817.0,P47,3.0,-1,-4772.15,negative_quantity;negative_line_item_amount
12850,3817.0,P52,,-1,-648.15,negative_quantity;negative_line_item_amount
12857,3820.0,P2,,-1,-3249.97,negative_quantity;negative_line_item_amount
12869,3823.0,P50,2.0,-1,-3034.83,negative_quantity;negative_line_item_amount
12883,3826.0,P43,1.0,-1,-2587.55,negative_quantity;negative_line_item_amount
12884,3826.0,P16,2.0,-1,-848.92,negative_quantity;negative_line_item_amount
12891,3828.0,P5,,-1,-3750.45,negative_quantity;negative_line_item_amount
12895,3829.0,P56,,-1,-1273.32,negative_quantity;negative_line_item_amount
12924,3838.0,P1,4.0,-1,-4434.95,negative_quantity;negative_line_item_amount
12928,3840.0,P18,3.0,-1,-3434.36,negative_quantity;negative_line_item_amount
12955,3851.0,P20,5.0,-1,-1985.36,negative_quantity;negative_line_item_amount
12961,3854.0,P60,,-1,-3686.35,negative_quantity;negative_line_item_amount
12965,3855.0,P16,,-1,-848.92,negative_quantity;negative_line_item_amount
12975,3858.0,P63,1.0,-1,-2710.26,negative_quantity;negative_line_item_amount
12979,3858.0,P24,3.0,-1,-2810.81,negative_quantity;negative_line_item_amount
12988,3862.0,P46,,-1,-891.59,negative_quantity;negative_line_item_amount
12999,3864.0,P18,2.0,-1,-3434.36,negative_quantity;negative_line_item_amount
13006,3867.0,P69,3.0,-1,-3072.31,negative_quantity;negative_line_item_amount
13030,3873.0,P69,3.0,-1,-3072.31,negative_quantity;negative_line_item_amount
13047,3877.0,P49,,-1,-4600.62,negative_quantity;negative_line_item_amount
13054,3879.0,P6,,-1,-2740.99,negative_quantity;negative_line_item_amount
13059,3880.0,P75,,-1,-2055.06,negative_quantity;negative_line_item_amount
13069,3882.0,P12,4.0,-1,-777.83,negative_quantity;negative_line_item_amount
13078,3884.0,P75,1.0,-1,-2055.06,negative_quantity;negative_line_item_amount
13080,3885.0,INVALID_P,1.0,-1,-1608.12,negative_quantity;negative_line_item_amount
13096,3888.0,P30,,-1,-3866.13,negative_quantity;negative_line_item_amount
13098,3888.0,P63,4.0,-1,-2710.26,negative_quantity;negative_line_item_amount
13103,3890.0,P55,,-1,-4053.2,negative_quantity;negative_line_item_amount
13104,3890.0,P58,1.0,-1,-2880.05,negative_quantity;negative_line_item_amount
13112,3892.0,P77,,-1,-1929.76,negative_quantity;negative_line_item_amount
13126,3895.0,P66,4.0,-1,-4739.56,negative_quantity;negative_line_item_amount
13127,3895.0,P34,,-1,-115.9,negative_quantity;negative_line_item_amount
13130,3896.0,P46,2.0,-1,-891.59,negative_quantity;negative_line_item_amount
13142,3901.0,P54,,-1,-4928.07,negative_quantity;negative_line_item_amount
13155,3904.0,P51,,-1,-2494.17,negative_quantity;negative_line_item_amount
13183,3912.0,P18,,-1,-3434.36,negative_quantity;negative_line_item_amount
13186,3913.0,P77,,-1,-1929.76,negative_quantity;negative_line_item_amount
13197,3915.0,P58,,-1,-2880.05,negative_quantity;negative_line_item_amount
13198,3915.0,P70,2.0,-1,-4825.38,negative_quantity;negative_line_item_amount
13201,3916.0,P63,5.0,-1,-2710.26,negative_quantity;negative_line_item_amount
13205,3917.0,P45,,-1,-1932.18,negative_quantity;negative_line_item_amount
13207,3919.0,P12,4.0,-1,-777.83,negative_quantity;negative_line_item_amount
13212,3921.0,P45,,-1,-1932.18,negative_quantity;negative_line_item_amount
13215,3921.0,P32,,-1,-1538.15,negative_quantity;negative_line_item_amount
13222,3924.0,P8,,-1,-2199.33,negative_quantity;negative_line_item_amount
13227,3926.0,P8,3.0,-1,-2199.33,negative_quantity;negative_line_item_amount
13241,3931.0,P8,,-1,-2199.33,negative_quantity;negative_line_item_amount
13249,3934.0,P34,3.0,-1,-115.9,negative_quantity;negative_line_item_amount
13272,3940.0,P32,,-1,-1538.15,negative_quantity;negative_line_item_amount
13274,3941.0,P26,,-1,-3433.39,negative_quantity;negative_line_item_amount
13280,3945.0,P58,,-1,-2880.05,negative_quantity;negative_line_item_amount
13288,3948.0,P14,,-1,-3803.33,negative_quantity;negative_line_item_amount
13310,3956.0,P26,,-1,-3433.39,negative_quantity;negative_line_item_amount
13323,3960.0,P28,,-1,-4435.46,negative_quantity;negative_line_item_amount
13324,3961.0,P15,,-1,-4319.4,negative_quantity;negative_line_item_amount
13325,3961.0,P30,,-1,-3866.13,negative_quantity;negative_line_item_amount
13331,3963.0,P34,4.0,-1,-115.9,negative_quantity;negative_line_item_amount
