line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
8041,2372.0,P16,5.0,5,4244.6
8042,2372.0,P22,,2,4786.88
8043,2372.0,P43,2.0,3,7762.65
8044,2373.0,P13,,1,2518.23
8045,2373.0,P2,,4,12999.88
8046,2373.0,P71,5.0,2,9303.36
8047,2373.0,P71,,5,23258.4
8050,2373.0,P28,,1,4435.46
8051,2374.0,P7,5.0,5,18801.85
8052,2374.0,P32,2.0,1,1538.15
8053,2374.0,INVALID_P,,4,2699.78
8054,2374.0,INVALID_P,3.0,1,661.47
8055,2375.0,P45,,3,5796.54
8057,2375.0,P30,,4,15464.52
8059,2376.0,P2,,4,12999.88
8060,2376.0,P46,,5,4457.95
8061,2376.0,P51,,5,12470.85
8063,2377.0,P15,,1,4319.4
8064,2377.0,P29,,3,11337.9
8065,2377.0,P30,,1,3866.13
8067,2377.0,P38,,5,19168.05
8068,2378.0,P15,,4,17277.6
8070,2378.0,P74,,1,3593.45
8071,2378.0,P72,,5,19004.0
8072,2379.0,P14,,3,11409.99
8073,2379.0,P58,,1,2880.05
8074,2380.0,P36,5.0,5,18132.2
8075,2380.0,P1,,4,17739.8
8077,2380.0,P40,2.0,4,2485.64
8078,2381.0,INVALID_P,,2,991.93
8079,2382.0,P62,,3,14676.36
8080,2383.0,P54,4.0,2,9856.14
8081,2383.0,P77,,1,1929.76
8083,2383.0,P40,,3,1864.23
8084,2383.0,P60,,4,14745.4
8085,2383.0,P45,,5,96609.0
8086,2384.0,P54,1.0,2,9856.14
8087,2384.0,P5,2.0,4,15001.8
8088,2384.0,P46,5.0,2,1783.18
8089,2385.0,P28,,1,4435.46
8090,2385.0,P57,4.0,1,1280.27
8091,2385.0,P33,,5,4374.85
8092,2386.0,P77,3.0,5,9648.8
8093,2386.0,P15,2.0,1,4319.4
8094,2386.0,P80,,3,3944.22
8095,2386.0,P37,,1,4862.25
8096,2387.0,P7,,5,18801.85
8097,2387.0,P74,,1,3593.45
8098,2387.0,P75,5.0,4,8220.24
8099,2387.0,P75,5.0,1,2055.06
8100,2387.0,P46,,1,891.59
8102,2387.0,INVALID_P,,3,9667.78
8103,2387.0,P71,,4,18606.72
8104,2388.0,P68,5.0,4,10742.4
8106,2388.0,P41,,4,12655.88
8107,2389.0,P52,,3,1944.45
8108,2389.0,P3,,3,2400.21
8110,2390.0,P63,5.0,2,5420.52
8111,2390.0,P70,3.0,3,14476.14
8112,2391.0,P7,,4,15041.48
8113,2391.0,P21,2.0,2,6039.7
8114,2391.0,P8,,4,8797.32
8115,2391.0,P50,,5,15174.15
8116,2391.0,P45,,5,9660.9
8117,2391.0,P74,,2,7186.9
8118,2391.0,P69,,4,12289.24
8119,2391.0,P23,3.0,5,6659.65
8120,2392.0,P44,,5,5373.3
8121,2392.0,P38,5.0,5,19168.05
8122,2392.0,P40,,4,2485.64
8123,2392.0,P32,,3,4614.45
8125,2393.0,P20,,4,7941.44
8126,2393.0,P52,,4,2592.6
8127,2393.0,P71,,1,4651.68
8128,2393.0,P3,,5,4000.35
8129,2393.0,P2,,4,12999.88
8130,2393.0,P66,,4,18958.24
8131,2394.0,P14,,3,11409.99
8132,2394.0,P59,,1,485.91
8133,2394.0,P59,3.0,4,1943.64
8134,2394.0,P34,5.0,5,579.5
8136,2394.0,INVALID_P,,1,2837.18
8137,2394.0,P70,,5,24126.9
8138,2395.0,P71,3.0,3,13955.04
8139,2395.0,P71,,2,9303.36
8140,2395.0,P40,,1,621.41
8141,2396.0,P8,,1,2199.33
8142,2396.0,P74,4.0,2,7186.9
8143,2396.0,P77,,4,7719.04
8144,2396.0,P52,5.0,5,3240.75
8145,2396.0,P72,1.0,5,19004.0
8146,2396.0,P34,,4,463.6
8147,2396.0,P20,,2,3970.72
8148,2397.0,P60,1.0,2,7372.7
8149,2397.0,P78,,1,4508.11
8150,2398.0,P63,3.0,1,2710.26
8151,2398.0,P58,,2,5760.1
8152,2398.0,P23,2.0,4,5327.72
8153,2398.0,P15,5.0,2,8638.8
8154,2399.0,P66,,3,14218.68
8155,2400.0,P63,4.0,3,8130.78
8156,2401.0,P12,,3,2333.49
8157,2402.0,P33,3.0,5,4374.85
8159,2404.0,P18,,3,10303.08
8160,2404.0,P31,5.0,5,8834.3
8161,2404.0,P30,1.0,4,15464.52
8162,2404.0,P18,,3,10303.08
8163,2405.0,P59,3.0,1,485.91
8164,2406.0,P42,,3,12672.54
8165,2406.0,P14,1.0,3,11409.99
8166,2406.0,P56,,5,6366.6
8167,2407.0,P62,3.0,5,24460.6
8168,2407.0,P36,3.0,1,3626.44
8169,2407.0,P70,4.0,5,24126.9
8170,2407.0,P70,3.0,4,19301.52
8171,2408.0,P52,,3,1944.45
8172,2408.0,P60,,2,7372.7
8175,2408.0,P28,,2,8870.92
8176,2409.0,P63,,4,10841.04
8177,2409.0,P26,,5,17166.95
8179,2410.0,P27,5.0,3,1983.9
8180,2410.0,INVALID_P,,1,2270.81
8181,2411.0,P13,,5,12591.15
8182,2411.0,P56,5.0,3,3819.96
8183,2411.0,P28,3.0,2,8870.92
8184,2412.0,P29,4.0,3,11337.9
8185,2412.0,P62,1.0,5,24460.6
8186,2412.0,P78,5.0,5,22540.55
8187,2412.0,P2,,3,9749.91
8188,2412.0,P37,,5,24311.25
8189,2412.0,P79,1.0,5,11561.4
8190,2413.0,P13,5.0,2,5036.46
8191,2413.0,P58,5.0,1,2880.05
8192,2414.0,P8,,4,8797.32
8193,2414.0,P4,1.0,2,1568.38
8194,2414.0,P22,,2,4786.88
8195,2414.0,P6,4.0,1,2740.99
8196,2414.0,P71,,4,18606.72
8197,2414.0,P78,,3,13524.33
8198,2415.0,P49,3.0,5,23003.1
8199,2415.0,P29,,2,7558.6
8200,2415.0,P75,,4,8220.24
8201,2415.0,P2,,1,3249.97
8202,2416.0,P20,5.0,3,5956.08
8203,2416.0,P25,4.0,1,4717.91
8205,2416.0,P41,2.0,3,9491.91
8206,2417.0,P76,,2,6782.54
8207,2417.0,P18,,5,17171.8
8208,2418.0,P32,4.0,1,1538.15
8209,2418.0,P40,4.0,4,2485.64
8210,2418.0,P72,3.0,2,7601.6
8211,2418.0,P77,4.0,5,9648.8
8212,2418.0,P61,,2,8197.02
8213,2418.0,P10,,4,7495.12
8214,2418.0,P2,2.0,5,16249.85
8215,2418.0,P30,,5,19330.65
8216,2419.0,P77,2.0,1,1929.76
8217,2419.0,P26,5.0,4,13733.56
8218,2419.0,P50,5.0,1,3034.83
8219,2419.0,P47,2.0,2,9544.3
8220,2419.0,P65,,3,9998.34
8221,2420.0,P24,1.0,4,11243.24
8222,2420.0,P33,,3,2624.91
8224,2421.0,P29,,4,15117.2
8225,2421.0,P48,,3,13859.79
8226,2421.0,P68,2.0,3,8056.8
8227,2421.0,P69,,5,15361.55
8228,2421.0,P10,3.0,3,5621.34
8229,2422.0,P60,,1,3686.35
8230,2423.0,P75,4.0,1,2055.06
8231,2423.0,P74,,2,7186.9
8232,2423.0,P69,5.0,2,6144.62
8233,2424.0,P1,,2,8869.9
8235,2425.0,P68,5.0,5,13428.0
8236,2425.0,P68,4.0,2,5371.2
8238,2425.0,P2,,1,3249.97
8239,2425.0,P59,,2,971.82
8240,2425.0,P56,,2,2546.64
8241,2425.0,P52,3.0,2,1296.3
8242,2426.0,P42,,3,12672.54
8243,2427.0,P58,,2,5760.1
8244,2427.0,P12,,1,777.83
8245,2427.0,P21,5.0,5,15099.25
8246,2427.0,P59,4.0,2,971.82
8247,2427.0,P13,,3,7554.69
8249,2427.0,P72,,4,15203.2
8250,2428.0,P10,,1,1873.78
8251,2428.0,P71,,2,9303.36
8252,2428.0,P2,3.0,2,6499.94
8253,2429.0,P31,,3,5300.58
8254,2429.0,P57,,2,25605.4
8255,2429.0,P28,3.0,1,44354.6
8256,2429.0,P42,5.0,3,12672.54
8257,2429.0,P65,3.0,1,3332.78
8258,2429.0,P33,2.0,1,874.97
8259,2429.0,P63,3.0,4,10841.04
8260,2430.0,P70,,5,24126.9
8261,2430.0,P74,4.0,3,10780.35
8262,2430.0,P55,2.0,2,8106.4
8263,2430.0,P65,,2,6665.56
8264,2431.0,INVALID_P,,4,13419.54
8265,2431.0,P47,,1,4772.15
8266,2431.0,P19,4.0,4,12089.6
8267,2431.0,P40,4.0,5,3107.05
8268,2431.0,P41,3.0,5,15819.85
8269,2431.0,P42,1.0,1,4224.18
8270,2431.0,P33,,5,4374.85
8271,2431.0,P57,5.0,4,5121.08
8272,2432.0,P46,5.0,4,3566.36
8274,2432.0,INVALID_P,2.0,2,7997.78
8275,2432.0,P64,,3,2148.69
8276,2432.0,P62,,1,4892.12
8277,2432.0,P70,,2,9650.76
8278,2432.0,P18,4.0,1,3434.36
8279,2433.0,P40,,4,2485.64
8281,2433.0,P67,5.0,4,3636.48
8282,2433.0,P11,3.0,5,24934.5
8283,2433.0,P26,,5,17166.95
8284,2433.0,P6,2.0,5,13704.95
8285,2433.0,P49,2.0,5,23003.1
8286,2434.0,P65,4.0,3,9998.34
8287,2434.0,P27,,5,3306.5
8288,2434.0,P16,1.0,2,1697.84
8289,2434.0,P13,1.0,1,2518.23
8290,2435.0,P66,2.0,4,18958.24
8291,2435.0,P74,,2,7186.9
8292,2435.0,P33,1.0,4,3499.88
8295,2436.0,P19,,3,90672.0
8296,2436.0,P8,3.0,5,10996.65
8297,2437.0,P50,,5,15174.15
8298,2437.0,P75,4.0,3,6165.18
8299,2437.0,P75,,1,2055.06
8300,2437.0,P59,,4,1943.64
8301,2438.0,P47,3.0,3,14316.45
8302,2438.0,P15,,4,17277.6
8303,2438.0,P42,,4,16896.72
8304,2438.0,P20,,3,5956.08
8305,2439.0,P43,,5,12937.75
8306,2440.0,P58,5.0,4,11520.2
8307,2440.0,P14,,5,190166.5
8308,2441.0,P46,,5,4457.95
8309,2441.0,INVALID_P,5.0,5,12762.87
8311,2441.0,P61,,1,4098.51
8312,2442.0,P57,1.0,4,5121.08
8313,2443.0,P69,5.0,2,6144.62
8314,2443.0,P35,,1,3638.25
8315,2443.0,P40,,3,1864.23
8316,2444.0,P54,,5,24640.35
8317,2445.0,P64,2.0,4,2864.92
8319,2445.0,P7,,3,11281.11
8320,2446.0,P67,1.0,1,909.12
8321,2446.0,P4,4.0,2,1568.38
8322,2446.0,P72,,4,15203.2
8324,2447.0,P70,2.0,4,19301.52
8325,2447.0,P18,2.0,1,3434.36
8326,2447.0,P76,,2,6782.54
8327,2447.0,P5,4.0,3,11251.35
8329,2449.0,P4,,5,3920.95
8330,2450.0,P65,,1,3332.78
8331,2450.0,INVALID_P,5.0,5,14682.64
8333,2451.0,P76,2.0,2,6782.54
8334,2451.0,P18,,1,3434.36
8335,2452.0,P8,1.0,1,2199.33
8336,2452.0,P7,3.0,1,3760.37
8337,2453.0,P21,,5,15099.25
8338,2453.0,P29,,5,18896.5
8339,2453.0,P60,4.0,3,11059.05
8340,2454.0,P55,2.0,1,4053.2
8342,2454.0,P67,,2,1818.24
8343,2455.0,P63,2.0,1,2710.26
8344,2456.0,P17,,3,2651.73
8345,2457.0,P5,,5,18752.25
8346,2457.0,P53,2.0,4,7514.44
8347,2457.0,P26,4.0,2,6866.78
8348,2457.0,P27,,1,661.3
8349,2457.0,P70,,4,19301.52
8350,2458.0,P27,,4,2645.2
8351,2458.0,P78,,5,22540.55
8352,2458.0,P61,2.0,1,4098.51
8353,2458.0,P60,,1,3686.35
8354,2459.0,P22,,1,2393.44
8355,2459.0,P46,,5,4457.95
8356,2459.0,P18,,1,3434.36
8357,2459.0,P55,5.0,3,12159.6
8358,2460.0,P16,5.0,3,2546.76
8359,2460.0,P70,3.0,4,19301.52
8360,2460.0,P36,,2,7252.88
8361,2460.0,P63,5.0,4,10841.04
8362,2461.0,P68,2.0,3,8056.8
8363,2461.0,P6,4.0,1,2740.99
8364,2461.0,P3,,1,800.07
8365,2462.0,P1,3.0,4,17739.8
8366,2462.0,P3,,4,3200.28
8367,2463.0,P47,5.0,4,19088.6
8368,2463.0,P73,,5,174017.5
8369,2463.0,P3,,3,2400.21
8370,2464.0,P63,3.0,1,2710.26
8371,2464.0,P73,,1,3480.35
8372,2465.0,P3,,2,1600.14
8373,2466.0,P35,,5,181912.5
8374,2466.0,P67,,2,1818.24
8375,2467.0,P10,,3,5621.34
8376,2467.0,P24,,4,11243.24
8377,2467.0,P76,4.0,4,13565.08
8378,2467.0,P60,,1,3686.35
8379,2467.0,P11,,4,19947.6
8380,2467.0,P41,,5,15819.85
8381,2467.0,P69,1.0,3,9216.93
8382,2467.0,P33,,1,874.97
8383,2468.0,P18,,4,13737.44
8384,2468.0,P67,,3,2727.36
8385,2468.0,P26,,4,13733.56
8386,2469.0,P52,,1,648.15
8387,2469.0,P28,,5,22177.3
8388,2469.0,P31,,1,1766.86
8389,2469.0,P61,,5,20492.55
8390,2470.0,P57,3.0,2,2560.54
8391,2470.0,P20,,5,9926.8
8392,2471.0,P47,,5,23860.75
8394,2471.0,P18,,4,137374.4
8395,2471.0,P46,,3,2674.77
8396,2472.0,P35,,2,7276.5
8397,2472.0,P54,,1,4928.07
8398,2472.0,P41,,5,15819.85
8399,2472.0,P2,2.0,5,16249.85
8400,2473.0,P76,4.0,3,10173.81
8401,2473.0,P54,,3,14784.21
8402,2473.0,P67,,5,4545.6
8403,2474.0,P45,,1,1932.18
8404,2475.0,P46,,1,891.59
8405,2475.0,P6,1.0,2,5481.98
8406,2475.0,P76,3.0,5,16956.35
8407,2475.0,P39,,1,2587.64
8408,2475.0,P18,,3,10303.08
8409,2475.0,P26,3.0,1,3433.39
8410,2475.0,P16,,1,848.92
8411,2476.0,P63,5.0,3,8130.78
8412,2476.0,P76,,1,3391.27
8413,2477.0,P66,3.0,4,18958.24
8414,2477.0,P17,,5,4419.55
8415,2477.0,P72,,2,7601.6
8416,2477.0,P47,,4,19088.6
8417,2477.0,P11,,3,14960.7
8418,2477.0,P24,2.0,1,2810.81
8419,2477.0,P11,,5,24934.5
8420,2477.0,P33,,5,4374.85
8421,2478.0,P22,1.0,5,11967.2
8422,2479.0,P59,1.0,1,485.91
8423,2479.0,P60,,1,3686.35
8424,2479.0,P44,,2,2149.32
8425,2480.0,P45,,3,5796.54
8426,2480.0,P60,,4,14745.4
8427,2481.0,P75,,3,6165.18
8428,2481.0,P32,,1,1538.15
8429,2481.0,P27,,4,2645.2
8430,2481.0,P5,,5,18752.25
8431,2482.0,P64,4.0,2,1432.46
8432,2483.0,P13,3.0,3,7554.69
8433,2484.0,P78,,1,45081.1
8434,2484.0,P49,,2,9201.24
8435,2484.0,P78,,2,9016.22
8436,2485.0,P70,,5,24126.9
8437,2485.0,P46,4.0,1,891.59
8438,2485.0,P63,,3,8130.78
8439,2486.0,P18,,5,17171.8
8440,2486.0,P6,,1,2740.99
8441,2486.0,P26,2.0,2,6866.78
8442,2486.0,P16,,4,3395.68
8443,2486.0,P49,4.0,3,13801.86
8445,2487.0,P44,,4,4298.64
8447,2487.0,P59,,1,485.91
8448,2487.0,P24,,2,5621.62
8449,2487.0,P61,,2,8197.02
8450,2487.0,P3,2.0,2,1600.14
8451,2488.0,P33,1.0,4,3499.88
8452,2488.0,P74,3.0,1,3593.45
8453,2488.0,P59,5.0,5,2429.55
8454,2488.0,P34,,1,115.9
8455,2489.0,P60,,3,11059.05
8456,2489.0,P11,4.0,4,19947.6
8457,2489.0,P63,,1,2710.26
8458,2490.0,INVALID_P,2.0,3,5309.68
8459,2490.0,P50,2.0,2,6069.66
8460,2490.0,P4,,4,3136.76
8461,2490.0,P10,3.0,5,9368.9
8462,2491.0,P32,,5,7690.75
8463,2492.0,P50,,1,3034.83
8464,2492.0,P59,,5,2429.55
8465,2492.0,P15,,3,12958.2
8466,2492.0,P60,,5,18431.75
8467,2492.0,P23,,1,1331.93
8468,2492.0,P30,1.0,1,3866.13
8469,2492.0,P15,,2,8638.8
8470,2492.0,P45,,1,1932.18
8471,2493.0,P71,,2,9303.36
8472,2493.0,P3,,4,3200.28
8473,2494.0,P76,2.0,4,13565.08
8474,2494.0,P67,2.0,2,1818.24
8475,2494.0,P70,,2,9650.76
8476,2494.0,P5,4.0,4,15001.8
8477,2494.0,P78,,2,9016.22
8478,2494.0,P78,,2,9016.22
8479,2495.0,P47,1.0,3,14316.45
8480,2495.0,P24,,1,2810.81
8481,2495.0,P77,,5,9648.8
8482,2495.0,P29,3.0,3,11337.9
8483,2495.0,P47,,4,19088.6
8484,2495.0,P72,,1,3800.8
8486,2496.0,P42,,1,4224.18
8487,2496.0,P66,3.0,5,23697.8
8488,2496.0,P74,,5,17967.25
8489,2496.0,P57,,4,5121.08
8490,2497.0,P55,1.0,5,20266.0
8491,2497.0,P48,,3,13859.79
8492,2497.0,P19,,4,12089.6
8493,2497.0,P13,,3,7554.69
8494,2498.0,P66,1.0,2,9479.12
8495,2498.0,P16,3.0,2,1697.84
8496,2499.0,P63,2.0,3,8130.78
8497,2499.0,P58,5.0,3,8640.15
8498,2500.0,P35,2.0,1,3638.25
8499,2500.0,P28,,1,4435.46
8500,2500.0,P34,,2,231.8
8501,2500.0,P49,5.0,2,9201.24
8502,2500.0,P66,,4,18958.24
8503,2501.0,P22,,4,95737.6
8504,2501.0,P75,,2,4110.12
8505,2502.0,P60,,2,7372.7
8506,2502.0,P58,4.0,2,5760.1
8507,2502.0,P4,,4,3136.76
8509,2503.0,P72,5.0,4,15203.2
8510,2503.0,P56,1.0,3,3819.96
8511,2504.0,P49,,2,9201.24
8512,2504.0,P67,,1,909.12
8513,2504.0,P64,,4,2864.92
8514,2504.0,P32,,2,3076.3
8515,2505.0,P10,,5,9368.9
8516,2505.0,P46,1.0,5,4457.95
8517,2505.0,P38,,4,15334.44
8518,2505.0,P44,,2,2149.32
8520,2505.0,P30,,4,15464.52
8521,2505.0,P44,2.0,2,2149.32
8522,2506.0,P19,,5,15112.0
8523,2507.0,P13,,2,5036.46
8524,2507.0,P5,3.0,4,15001.8
8525,2507.0,P7,3.0,5,18801.85
8528,2508.0,P72,2.0,5,19004.0
8529,2508.0,P74,,2,7186.9
8530,2509.0,P41,2.0,1,3163.97
8531,2510.0,P18,,1,3434.36
8533,2511.0,P47,,3,143164.5
8534,2512.0,P40,2.0,5,3107.05
8535,2512.0,P50,1.0,5,15174.15
8536,2512.0,P16,2.0,1,848.92
8537,2513.0,P58,1.0,2,5760.1
8538,2513.0,P57,,5,6401.35
8539,2514.0,P41,,1,3163.97
8540,2514.0,P14,5.0,3,11409.99
8541,2515.0,P59,,3,1457.73
8543,2515.0,P45,,1,1932.18
8544,2515.0,P14,,4,15213.32
8545,2516.0,P27,4.0,3,1983.9
8546,2516.0,P41,,5,15819.85
8548,2516.0,P46,3.0,4,35663.6
8549,2516.0,P38,2.0,2,7667.22
8550,2517.0,P55,,5,20266.0
8551,2517.0,P35,4.0,5,18191.25
8552,2517.0,P19,,5,15112.0
8553,2517.0,P44,,1,1074.66
8554,2518.0,P56,1.0,4,5093.28
8555,2518.0,P25,,5,23589.55
8556,2519.0,P40,,1,621.41
8557,2519.0,P39,4.0,4,10350.56
8558,2519.0,P54,,1,4928.07
8559,2520.0,P47,5.0,3,14316.45
8560,2520.0,P57,1.0,3,38408.1
8562,2520.0,P39,3.0,5,12938.2
8563,2521.0,P69,,2,6144.62
8564,2521.0,P7,,3,11281.11
8565,2521.0,P40,3.0,2,1242.82
8566,2521.0,P40,,3,1864.23
8567,2521.0,P6,2.0,2,5481.98
8568,2521.0,P75,,4,8220.24
8569,2521.0,P59,,1,485.91
8570,2521.0,P10,4.0,5,9368.9
8571,2522.0,P34,,1,115.9
8572,2522.0,P70,4.0,4,19301.52
8573,2522.0,P72,3.0,3,11402.4
8575,2522.0,P56,,2,2546.64
8576,2522.0,P70,,4,19301.52
8577,2522.0,P54,4.0,2,9856.14
8578,2523.0,P35,1.0,5,18191.25
8579,2523.0,P37,5.0,1,4862.25
8580,2524.0,P45,3.0,2,3864.36
8581,2524.0,P36,,3,10879.32
8582,2524.0,P30,5.0,4,15464.52
8583,2524.0,P44,,5,5373.3
8584,2524.0,P45,,3,5796.54
8585,2525.0,P12,,2,1555.66
8586,2525.0,P41,,5,15819.85
8587,2525.0,P2,,4,12999.88
8588,2525.0,P71,,1,4651.68
8589,2526.0,P19,4.0,5,15112.0
8590,2527.0,P70,2.0,4,19301.52
8591,2527.0,P4,,3,2352.57
8592,2527.0,P61,,3,12295.53
8593,2527.0,P63,,2,5420.52
8594,2528.0,P56,1.0,3,3819.96
8595,2529.0,P12,,3,2333.49
8596,2529.0,P20,2.0,3,5956.08
8597,2529.0,P45,,2,3864.36
8600,2530.0,P56,4.0,4,5093.28
8601,2531.0,P61,5.0,1,4098.51
8602,2532.0,P22,5.0,4,9573.76
8603,2532.0,P67,,4,3636.48
8604,2532.0,P5,,4,15001.8
8605,2532.0,P75,,4,8220.24
8607,2533.0,P60,,5,18431.75
8608,2534.0,P68,1.0,5,13428.0
8609,2534.0,P11,,5,24934.5
8610,2534.0,P20,1.0,4,7941.44
8611,2534.0,P42,4.0,5,21120.9
8612,2535.0,P38,2.0,1,3833.61
8613,2535.0,P40,2.0,4,2485.64
8614,2535.0,P29,,2,7558.6
8615,2536.0,P29,1.0,1,3779.3
8616,2536.0,P54,1.0,2,9856.14
8617,2536.0,P41,,2,6327.94
8618,2537.0,P32,,4,6152.6
8619,2538.0,P38,1.0,5,19168.05
8620,2538.0,P7,,4,15041.48
8621,2538.0,P63,,1,2710.26
8622,2539.0,P16,,1,848.92
8623,2539.0,P54,2.0,4,19712.28
8624,2539.0,P25,,3,14153.73
8625,2540.0,P45,3.0,2,3864.36
8626,2540.0,P29,4.0,5,18896.5
8627,2540.0,P12,,4,3111.32
8628,2540.0,P50,,1,3034.83
8629,2540.0,P11,4.0,1,4986.9
8630,2540.0,P38,,2,7667.22
8631,2540.0,P36,,3,10879.32
8632,2540.0,P10,,2,37475.6
8633,2541.0,P19,,5,15112.0
8634,2542.0,P46,,5,4457.95
8635,2542.0,P36,4.0,5,18132.2
8636,2542.0,P71,2.0,3,13955.04
8637,2542.0,P12,,5,3889.15
8638,2543.0,P68,1.0,3,8056.8
8639,2543.0,P66,1.0,4,18958.24
8640,2544.0,P69,,3,9216.93
8641,2544.0,P70,,1,4825.38
8642,2544.0,P15,,2,8638.8
8643,2545.0,P29,4.0,5,18896.5
8644,2545.0,P66,5.0,1,4739.56
8646,2545.0,P27,5.0,1,661.3
8647,2546.0,P24,,4,11243.24
8648,2546.0,P66,2.0,5,23697.8
8649,2547.0,P59,,5,2429.55
8650,2547.0,P38,,4,15334.44
8651,2547.0,P45,4.0,4,7728.72
8652,2547.0,P44,3.0,2,2149.32
8653,2548.0,P54,4.0,4,19712.28
8654,2548.0,P26,,1,3433.39
8655,2548.0,P57,,5,6401.35
8656,2548.0,P20,4.0,1,1985.36
8657,2549.0,P59,1.0,5,2429.55
8658,2549.0,P24,4.0,1,2810.81
8659,2549.0,P57,,4,5121.08
8660,2550.0,P68,,2,5371.2
8661,2551.0,P3,5.0,5,4000.35
8662,2551.0,P68,,1,2685.6
8663,2551.0,P14,,4,15213.32
8664,2551.0,P72,2.0,1,3800.8
8666,2552.0,P57,,2,2560.54
8667,2552.0,P25,,2,94358.2
8668,2552.0,P65,,5,16663.9
8669,2552.0,P70,5.0,5,24126.9
8670,2552.0,P66,5.0,1,4739.56
8671,2552.0,P57,1.0,2,2560.54
8672,2552.0,P66,,5,23697.8
8673,2553.0,P44,,1,1074.66
8674,2553.0,P44,5.0,5,5373.3
8675,2553.0,P69,,4,12289.24
8676,2554.0,P4,,3,2352.57
8677,2555.0,P37,,3,14586.75
8678,2555.0,P6,,2,5481.98
8679,2555.0,P64,,5,3581.15
8680,2555.0,P78,,5,22540.55
8681,2556.0,P61,2.0,1,4098.51
8682,2556.0,P78,,5,22540.55
8683,2556.0,P23,,3,3995.79
8684,2557.0,P54,,2,9856.14
8685,2557.0,P50,,4,12139.32
8686,2557.0,P2,2.0,5,16249.85
8687,2557.0,P12,,1,777.83
8688,2557.0,P8,4.0,5,10996.65
8689,2557.0,P66,,3,14218.68
8690,2557.0,P12,,3,2333.49
8691,2557.0,P69,,5,15361.55
8693,2558.0,P6,,2,5481.98
8694,2558.0,P44,,2,2149.32
8695,2558.0,P49,4.0,2,9201.24
8696,2559.0,P25,,2,9435.82
8697,2559.0,P35,,2,7276.5
8698,2559.0,P46,,3,2674.77
8699,2559.0,P68,,1,2685.6
8700,2560.0,P76,,2,6782.54
8701,2560.0,P61,2.0,2,8197.02
8702,2560.0,P43,,2,5175.1
8703,2560.0,P66,2.0,2,9479.12
8704,2560.0,P26,,1,3433.39
8705,2560.0,P77,,5,9648.8
8706,2561.0,P26,,5,17166.95
8707,2561.0,INVALID_P,,3,14287.39
8708,2561.0,P46,,2,1783.18
8709,2561.0,P34,,3,347.7
8710,2562.0,P78,,2,9016.22
8711,2563.0,INVALID_P,5.0,1,4866.66
8712,2563.0,P14,1.0,2,7606.66
8713,2563.0,P17,,5,4419.55
8714,2563.0,P22,4.0,2,4786.88
8715,2563.0,P55,2.0,4,16212.8
8716,2563.0,P46,1.0,5,4457.95
8717,2564.0,P8,,4,8797.32
8718,2565.0,P2,,5,16249.85
8719,2566.0,P36,,1,3626.44
8720,2566.0,P60,4.0,4,14745.4
8721,2567.0,P78,4.0,2,9016.22
8722,2567.0,P78,,2,9016.22
8723,2568.0,P11,,1,4986.9
8724,2568.0,P62,5.0,1,4892.12
8725,2569.0,INVALID_P,,2,2614.3
8726,2569.0,P66,,2,9479.12
8727,2569.0,INVALID_P,,2,2700.34
8728,2570.0,P28,,2,8870.92
8729,2570.0,P7,,4,15041.48
8730,2570.0,P69,,1,3072.31
8731,2570.0,P75,,1,2055.06
8732,2571.0,P29,1.0,2,7558.6
8733,2571.0,P52,,2,1296.3
8734,2571.0,P67,,5,4545.6
8735,2571.0,P38,4.0,3,11500.83
8736,2572.0,P61,,4,16394.04
8737,2572.0,P31,3.0,2,3533.72
8738,2573.0,P66,,4,18958.24
8739,2574.0,P11,,2,9973.8
8740,2574.0,P7,,4,15041.48
8741,2574.0,P32,,4,6152.6
8742,2574.0,P71,,1,4651.68
8743,2575.0,P53,,4,7514.44
8744,2576.0,P24,,3,8432.43
8745,2576.0,P12,,4,3111.32
8746,2576.0,P74,3.0,5,17967.25
8747,2577.0,P70,,1,4825.38
8748,2578.0,P68,,5,13428.0
8749,2578.0,P22,5.0,5,11967.2
8750,2578.0,P11,,4,19947.6
8751,2578.0,P26,,5,17166.95
8753,2579.0,P60,,1,3686.35
8754,2579.0,P42,2.0,4,16896.72
8755,2579.0,P74,1.0,4,14373.8
8756,2579.0,P46,4.0,5,4457.95
8757,2579.0,P33,,1,874.97
8759,2580.0,P14,3.0,1,3803.33
8760,2580.0,P56,3.0,5,6366.6
8761,2580.0,P70,1.0,3,14476.14
8762,2581.0,P54,2.0,3,14784.21
8763,2581.0,P28,4.0,2,8870.92
8764,2581.0,P41,4.0,4,12655.88
8765,2582.0,P36,,2,7252.88
8766,2582.0,P69,,1,3072.31
8767,2582.0,P76,,5,16956.35
8768,2582.0,P68,5.0,4,10742.4
8769,2582.0,P25,3.0,4,18871.64
8770,2583.0,P49,,5,23003.1
8771,2583.0,P78,,2,9016.22
8772,2584.0,P59,,1,485.91
8773,2584.0,P12,,5,3889.15
8774,2584.0,P22,1.0,5,11967.2
8775,2585.0,P67,5.0,2,1818.24
8777,2585.0,P70,,1,4825.38
8779,2585.0,P14,,2,7606.66
8780,2585.0,P70,,4,19301.52
8781,2586.0,P50,,4,12139.32
8782,2586.0,P77,,5,9648.8
8783,2586.0,P30,1.0,2,7732.26
8784,2586.0,P46,3.0,1,891.59
8785,2587.0,P16,,2,1697.84
